date|description|images|title|link|title_state|description_state
2010-07-21 (16:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_11_49_99_83_1149998366', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_11_49_99_83_1149998366_1']|II RP 5 złotych 1930 Sztandar st. 4|https://archiwum.niemczyk.pl/page/1149998366/ii-rp-5-zlotych-1930-sztandar-st-4|4|
2010-06-30 (21:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_94_11_05_1094110526', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_94_11_05_1094110526_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_94_11_05_1094110526_2']|II RP 5 złotych 1930 Sztandar NGC MS 63|https://archiwum.niemczyk.pl/page/1094110526/ii-rp-5-zlotych-1930-sztandar-ngc-ms-63|NGC MS 63|
2010-06-16 (21:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_75_66_65_1075666513', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_75_66_65_1075666513_1']|II RP 5 złotych 1930 Sztandar st. 2+/1-|https://archiwum.niemczyk.pl/page/1075666513/ii-rp-5-zlotych-1930-sztandar-st-21|2+/1-|
2010-06-16 (21:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_75_65_87_1075658773', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_75_65_87_1075658773_1']|II RP 5 złotych 1930 Sztandar st. 2-|https://archiwum.niemczyk.pl/page/1075658773/ii-rp-5-zlotych-1930-sztandar-st-2|2-|
2010-06-16 (21:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_75_65_42_1075654262', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_75_65_42_1075654262_1']|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/1075654262/ii-rp-5-zlotych-1930-sztandar-st-3|3|
2010-06-04|Dużo połysku. Ładny egzemplarz. Drobne ryski w tle.\Waga: 17,98 g Ag 750\Literatura: Fischer OB 014\\Stan zachowania: 3+/2-|['https://archiwum.niemczyk.pl/images/shop/0521.jpg', 'https://archiwum.niemczyk.pl/images/shop/5a42.jpg']|Polska 5 złotych 1930 sztandar st. 3+/2-|https://archiwum.niemczyk.pl/shop/4188/polska-5-zlotych-1930-sztandar-st-32|3+/2-|3+/2-
2010-05-31 (16:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_54_13_74_1054137471', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_54_13_74_1054137471_1']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/1054137471/5-zlotych-1930-sztandar-st3|3|
2010-05-21 (11:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_40_70_96_1040709623', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_40_70_96_1040709623_1']|II RP 5 złotych 1930 Sztandar st. 2|https://archiwum.niemczyk.pl/page/1040709623/ii-rp-5-zlotych-1930-sztandar-st-2|2|
2010-05-18 (15:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_36_90_02_1036900222', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_36_90_02_1036900222_1']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/1036900222/5-zlotych-1930-sztandar-st3|3|
2010-05-17|Jedna z najrzadszych monet II RP.\Egzemplarz posiada kilka drobnych skaz w tle i piękny połysk.\MONETA NIECZYSZCZONA.\Waga: 18,039g Ag\Literatura: Fischer: OB 014\\Stan zachowania: 2+/1-|['https://archiwum.niemczyk.pl/images/shop/szta_5.jpg', 'https://archiwum.niemczyk.pl/images/shop/szta_1.jpg', 'https://archiwum.niemczyk.pl/images/shop/szta_2.jpg']|Polska II RP 5 złotych 1930 Sztandar stempel głęboki st.2+/1-|https://archiwum.niemczyk.pl/shop/4065/polska-ii-rp-5-zlotych-1930-sztandar-stempel-gleboki-st21|2+/1-|2+/1-
2010-05-12 (21:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_39_1029423934', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_39_1029423934_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_39_1029423934_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_39_1029423934_3']|II RP 5 złotych 1930 Sztandar Głęboki NGC MS 61|https://archiwum.niemczyk.pl/page/1029423934/ii-rp-5-zlotych-1930-sztandar-gleboki-ngc-ms-61|NGC MS 61|
2010-05-12 (21:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_09_1029420965', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_09_1029420965_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_10_29_42_09_1029420965_2']|II RP 5 złotych 1930 Sztandar NGC MS 64|https://archiwum.niemczyk.pl/page/1029420965/ii-rp-5-zlotych-1930-sztandar-ngc-ms-64|NGC MS 64|
2010-05-11|Jedna z najrzadszych monet II RP.\Egzemplarz posiada kilka drobnych skaz w tle. Dużo połysku.\Wczesna odbitka ze stempla.\Waga: 17,716 g Ag .750\Literatura: Fischer: OB 014\\Stan zachowania: 2|['https://archiwum.niemczyk.pl/images/shop/0332.jpg', 'https://archiwum.niemczyk.pl/images/shop/0150.jpg', 'https://archiwum.niemczyk.pl/images/shop/0234.jpg']|Polska II RP 5 złotych 1930 Sztandar stempel głęboki st.2|https://archiwum.niemczyk.pl/shop/4109/polska-ii-rp-5-zlotych-1930-sztandar-stempel-gleboki-st2|2|2
2010-04-13 (21:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_990_55_74_990557434', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_990_55_74_990557434_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_990_55_74_990557434_2']|II RP 5 złotych 1930 Sztandar NGC MS 64|https://archiwum.niemczyk.pl/page/990557434/ii-rp-5-zlotych-1930-sztandar-ngc-ms-64|NGC MS 64|
2010-04-09 (16:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_985_49_16_985491649', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_985_49_16_985491649_1']|II RP 5 złotych 1930 Sztandar st. 3+|https://archiwum.niemczyk.pl/page/985491649/ii-rp-5-zlotych-1930-sztandar-st-3|3+|
2010-04-09 (16:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_985_49_14_985491496', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_985_49_14_985491496_1']|II RP 5 złotych 1930 Sztandar st. 3+|https://archiwum.niemczyk.pl/page/985491496/ii-rp-5-zlotych-1930-sztandar-st-3|3+|
2010-04-08 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_984_46_38_984463862', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_984_46_38_984463862_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_984_46_38_984463862_2']|II RP 5 złotych 1930 Sztandar PCGS MS 63|https://archiwum.niemczyk.pl/page/984463862/ii-rp-5-zlotych-1930-sztandar-pcgs-ms-63|PCGS MS 63|
2010-04-06 (16:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_981_39_17_981391769', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_981_39_17_981391769_1']|II RP 5 zł 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/981391769/ii-rp-5-zl-1930-sztandar-st3|3+|
2010-04-02 (15:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_976_21_45_976214501', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_976_21_45_976214501_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_976_21_45_976214501_2']|II RP 5 złotych Sztandar 1930 GCN MS 62|https://archiwum.niemczyk.pl/page/976214501/ii-rp-5-zlotych-sztandar-1930-gcn-ms-62|GCN MS 62|
2010-04-01 (13:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_974_73_07_974730775', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_974_73_07_974730775_1']|5 złotych 1930 sztandar st.3-/4|https://archiwum.niemczyk.pl/page/974730775/5-zlotych-1930-sztandar-st3-4|3-/4|
2010-03-16 (16:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_953_55_80_953558021', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_953_55_80_953558021_1']|II RP 5 zł 1930 Sztandar st. 3/3-|https://archiwum.niemczyk.pl/page/953558021/ii-rp-5-zl-1930-sztandar-st-33|3/3-|
2010-03-16 (16:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_953_50_21_953502154', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_953_50_21_953502154_1']|II RP 5 złotych 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/953502154/ii-rp-5-zlotych-1930-sztandar-st-3|3-|
2010-03-11 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_67_946946720', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_67_946946720_1']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/946946720/5-zlotych-1930-sztandar-st3|3|
2010-03-11 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_64_946946408', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_64_946946408_1']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/946946408/5-zlotych-1930-sztandar-st3|3|
2010-03-11 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_62_946946249', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_62_946946249_1']|5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/946946249/5-zlotych-1930-sztandar-st3|3+|
2010-03-11 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_60_946946081', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_946_94_60_946946081_1']|5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/946946081/5-zlotych-1930-sztandar-st2|2-|
2010-03-01 (20:03)||['https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_930_95_90_930959052', 'https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_930_95_90_930959052_1', 'https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_930_95_90_930959052_2']|II RP 5 złotych 1930 Sztandar NGC MS 63|https://archiwum.niemczyk.pl/page/930959052/ii-rp-5-zlotych-1930-sztandar-ngc-ms-63|NGC MS 63|
2010-02-23 (14:02)||['https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_926_52_41_926524186', 'https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_926_52_41_926524186_1']|II RP 5 złotych 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/926524186/ii-rp-5-zlotych-1930-sztandar-st-3|3-|
2010-02-04 (12:02)||['https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_903_19_76_903197610', 'https://archiwum.niemczyk.pl/images/old/photos07_allegroimg_pl_photos_oryginal_903_19_76_903197610_1']|II RP 5 złotych 1930 Sztandar st. 4|https://archiwum.niemczyk.pl/page/903197610/ii-rp-5-zlotych-1930-sztandar-st-4|4|
2010-01-29 (15:01)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_896_30_86_896308611', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_896_30_86_896308611_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_896_30_86_896308611_2']|II RP 5 złotych 1930 Sztandar NGC MS 62|https://archiwum.niemczyk.pl/page/896308611/ii-rp-5-zlotych-1930-sztandar-ngc-ms-62|NGC MS 62|
2010-01-19 (16:01)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_884_49_03_884490321', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_884_49_03_884490321_1']|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/884490321/ii-rp-5-zlotych-1930-sztandar-st-3|3|
2010-01-19 (12:01)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_884_20_72_884207242', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_884_20_72_884207242_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_884_20_72_884207242_2']|5 zł 1930 sztandar NGC MS 62|https://archiwum.niemczyk.pl/page/884207242/5-zl-1930-sztandar-ngc-ms-62|NGC MS 62|
2010-01-02 (13:01)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_863_44_87_863448780', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_863_44_87_863448780_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_863_44_87_863448780_2']|II RP 5 złotych 1930 sztandar GCN MS 60|https://archiwum.niemczyk.pl/page/863448780/ii-rp-5-zlotych-1930-sztandar-gcn-ms-60|GCN MS 60|
2009-12-29 (16:12)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_862_68_31_862683101', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_862_68_31_862683101_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_862_68_31_862683101_2']|5 złotych 1930 sztandar NGC UNC DETAILS|https://archiwum.niemczyk.pl/page/862683101/5-zlotych-1930-sztandar-ngc-unc-details|NGC UNC |
2009-12-17 (11:12)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_848_79_06_848790636', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_848_79_06_848790636_1']|II RP 5 złotych 1930 Sztandar st. 2-|https://archiwum.niemczyk.pl/page/848790636/ii-rp-5-zlotych-1930-sztandar-st-2|2-|
2009-12-15|Opis: Jedna z najrzadszych monet II RP. Ciemna patyna, doskonały stan zachowania.\Waga: 18,02 Ag\Literatura: Fischer: OB 014.\\Stan zachowania: 2/2+|['https://archiwum.niemczyk.pl/images/shop/4P00013c.jpg', 'https://archiwum.niemczyk.pl/images/shop/4P00013a.jpg', 'https://archiwum.niemczyk.pl/images/shop/4P00013b.jpg']|Polska II RP 5 złotych 1930 Sztandar stempel głęboki|https://archiwum.niemczyk.pl/shop/741/polska-ii-rp-5-zlotych-1930-sztandar-stempel-gleboki||2/2+
2009-12-03 (17:12)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_832_49_86_832498679', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_832_49_86_832498679_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_832_49_86_832498679_2']|II RP 5 złotych 1930 Sztandar NGC MS 62|https://archiwum.niemczyk.pl/page/832498679/ii-rp-5-zlotych-1930-sztandar-ngc-ms-62|NGC MS 62|
2009-11-27 (13:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_825_09_11_825091170', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_825_09_11_825091170_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_825_09_11_825091170_2']|II RP 5 złotych 1930 Sztandar NGC MS 61|https://archiwum.niemczyk.pl/page/825091170/ii-rp-5-zlotych-1930-sztandar-ngc-ms-61|NGC MS 61|
2009-11-16 (17:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_812_20_97_812209757', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_812_20_97_812209757_1']|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/812209757/ii-rp-5-zlotych-1930-sztandar-st-3|3|
2009-11-15|Resztki połysku , przetarte tło .\Waga :17,96 g Ag 750\Literatura : Fischer OB 014\ \Stan zachowania: 3|['https://archiwum.niemczyk.pl/images/shop/00116.jpg', 'https://archiwum.niemczyk.pl/images/shop/0011a.jpg']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/shop/3179/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|3
2009-11-03 (13:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_06_797700614', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_06_797700614_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_06_797700614_2']|II RP 5 złotych 1930 Sztandar GCN AU 55|https://archiwum.niemczyk.pl/page/797700614/ii-rp-5-zlotych-1930-sztandar-gcn-au-55|GCN AU 55|
2009-11-03 (13:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_03_797700337', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_03_797700337_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_03_797700337_2']|II RP 5 złotych 1930 Sztandar GCN XF 45|https://archiwum.niemczyk.pl/page/797700337/ii-rp-5-zlotych-1930-sztandar-gcn-xf-45|GCN XF 45|
2009-11-03 (13:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_01_797700110', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_01_797700110_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_70_01_797700110_2']|II RP 5 złotych 1930 Sztandar GCN VF 35|https://archiwum.niemczyk.pl/page/797700110/ii-rp-5-zlotych-1930-sztandar-gcn-vf-35|GCN VF 35|
2009-11-03 (13:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_69_98_797699803', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_69_98_797699803_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_69_98_797699803_2']|II RP 5 złotych 1930 Sztandar GCN VF 35|https://archiwum.niemczyk.pl/page/797699803/ii-rp-5-zlotych-1930-sztandar-gcn-vf-35|GCN VF 35|
2009-11-03 (13:11)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_69_94_797699493', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_69_94_797699493_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_797_69_94_797699493_2']|II RP 5 złotych 1930 Sztandar GCN VF 30|https://archiwum.niemczyk.pl/page/797699493/ii-rp-5-zlotych-1930-sztandar-gcn-vf-30|GCN VF 30|
2009-10-29 (14:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_50_53_792505320', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_50_53_792505320_1']|II RP 5 zł 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/792505320/ii-rp-5-zl-1930-sztandar-st-3|3-|
2009-10-29 (14:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_50_50_792505049', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_50_50_792505049_1']|II RP 5 zł 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/792505049/ii-rp-5-zl-1930-sztandar-st-3|3-|
2009-10-29 (13:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_41_84_792418467', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_41_84_792418467_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_792_41_84_792418467_2']|II RP 5 złotych 1930 Sztandar st. 2- NGC|https://archiwum.niemczyk.pl/page/792418467/ii-rp-5-zlotych-1930-sztandar-st-2-ngc|2-|
2009-10-27 (14:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_790_26_51_790265152', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_790_26_51_790265152_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_790_26_51_790265152_2', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_790_26_51_790265152_3', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_790_26_51_790265152_4']|II RP 5 złotych 1930 Sztandar NGC MS 62|https://archiwum.niemczyk.pl/page/790265152/ii-rp-5-zlotych-1930-sztandar-ngc-ms-62|NGC MS 62|
2009-10-23 (20:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_786_65_12_786651223', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_786_65_12_786651223_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_786_65_12_786651223_2']|II RP 5 złotych 1930 Sztandar NGC MS 64|https://archiwum.niemczyk.pl/page/786651223/ii-rp-5-zlotych-1930-sztandar-ngc-ms-64|NGC MS 64|
2009-10-23 (20:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_786_64_84_786648477', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_786_64_84_786648477_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_786_64_84_786648477_2']|II RP 5 złotych 1930 Sztandar NGC MS 63|https://archiwum.niemczyk.pl/page/786648477/ii-rp-5-zlotych-1930-sztandar-ngc-ms-63|NGC MS 63|
2009-10-21 (11:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_780_55_62_780556209', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_780_55_62_780556209_1']|Polska 5 złotych 1930 Sztandar st. 2/2-|https://archiwum.niemczyk.pl/page/780556209/polska-5-zlotych-1930-sztandar-st-22|2/2-|
2009-10-16 (21:10)||['https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_774_61_40_774614063', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_774_61_40_774614063_1', 'https://archiwum.niemczyk.pl/images/old/photos03_allegroimg_pl_photos_oryginal_774_61_40_774614063_2']|II RP 5 złotych 1930 Sztandar NGC MS 62|https://archiwum.niemczyk.pl/page/774614063/ii-rp-5-zlotych-1930-sztandar-ngc-ms-62|NGC MS 62|
2009-10-02 (15:10)||[]|II RP 5 zł 1930 Sztandar GCN AU 55|https://archiwum.niemczyk.pl/page/753496516/ii-rp-5-zl-1930-sztandar-gcn-au-55||
2009-09-18 (10:09)||[]|Polska II RP 5 złotych 1930 Sztandar 3-|https://archiwum.niemczyk.pl/page/739618626/polska-ii-rp-5-zlotych-1930-sztandar-3||
2009-09-09 (16:09)||[]|II RP 5 złotych 1930 Sztandar st. 3+|https://archiwum.niemczyk.pl/page/731397959/ii-rp-5-zlotych-1930-sztandar-st-3||
2009-09-08|Stempel głępoki. Jedna z najrzadszych i najbardziej poszukiwanych monet II RP. Świeża odbitka ze stempla patyna. Kilka drobnych rysek na powierzchni. \Waga:  17,938 g Ag .750\Literatura: Fischer: OB 014, Parchimowicz: 115 b\\Stan zachowania: 2|['https://archiwum.niemczyk.pl/images/shop/w._17,938_g_Ag_(6)_1.jpg', 'https://archiwum.niemczyk.pl/images/shop/w._17,938_g_Ag_(2)__.jpg', 'https://archiwum.niemczyk.pl/images/shop/w._17,938_g_Ag_(3)__.jpg', 'https://archiwum.niemczyk.pl/images/shop/w._17,938_g_Ag_(5)__.jpg']|Polska II RP 5 zł 1930 Sztandar stempel głęboki st. 2|https://archiwum.niemczyk.pl/shop/3150/polska-ii-rp-5-zl-1930-sztandar-stempel-gleboki-st-2|2|2
2009-09-03 (21:09)||[]|II RP 5 złotych 1930 ''głęboki sztandar'' st. 2|https://archiwum.niemczyk.pl/page/726265067/ii-rp-5-zlotych-1930-gleboki-sztandar-st-2||
2009-09-03|Resztki połysku, ryski.\Waga : 18,00 g Ag\  Literatura : Fischer: OB 014\\Stan zachowania: 3/3-|['https://archiwum.niemczyk.pl/images/shop/zlotko5.jpg', 'https://archiwum.niemczyk.pl/images/shop/zlotko5a.jpg']|Polska II RP 5 złotych Sztandar 1930 st. 3/3-|https://archiwum.niemczyk.pl/shop/2775/polska-ii-rp-5-zlotych-sztandar-1930-st-33|3/3-|3/3-
2009-09-03|Połysk , detale .Patyna.\Waga :17,94 g Ag 750\Literatura : Fischer OB 014\ \Stan zachowania: 3/3+|['https://archiwum.niemczyk.pl/images/shop/00121.jpg', 'https://archiwum.niemczyk.pl/images/shop/0012a.jpg']|Polska II RP 5 złotych 1930 Sztandar st.3/3+|https://archiwum.niemczyk.pl/shop/3180/polska-ii-rp-5-zlotych-1930-sztandar-st33|3/3+|3/3+
2009-08-28 (16:08)||[]|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/720597859/ii-rp-5-zlotych-1930-sztandar-st-3||
2009-08-28 (16:08)||[]|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/720597746/ii-rp-5-zlotych-1930-sztandar-st-3||
2009-08-27 (15:08)||[]|II RP 5 złotych 1930 Sztandar GCN AU 58|https://archiwum.niemczyk.pl/page/719668805/ii-rp-5-zlotych-1930-sztandar-gcn-au-58||
2009-08-20 (14:08)||[]|II RP 5 złotych 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/713437753/ii-rp-5-zlotych-1930-sztandar-st-3||
