id|date|description|images|link|title|title_state|description_state
51|14 lutego 2017, 20:44|Opis pozycji\Stan zachowania: NGC MS61\Ładna sztuka\Chałupski 2.23.2.a (R)\Od Augusta III do II RP\Obecnie wśród naszych aukcji mały zbiorek monet od półtoraka 1756, przez piękne 2 złote Powstania Listopadowego, po II RP. Monety w slabach NGC i PCGS. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6711042501\Czas trwania aukcji: 7 dni\Licytujących: 22|['https://img1.onebid.pl/img/1000066/4290217018_1b.jpg?1487101473', 'https://img1.onebid.pl/img/1000066/4290217018_2b.jpg?1487101473', 'https://img1.onebid.pl/img/1000066/4290217018_3b.jpg?1487101473']|https://aukcje.gndm.pl/pl/auction/1000066/id/632760/8552-sztandar-5-zlotych-1930-ngc-ms61|8552. Sztandar 5 złotych 1930 - NGC MS61|NGC MS61|NGC MS61
52|26 stycznia 2017, 20:09|Opis pozycji\Stan zachowania: NGC MS62\Bardzo ładny sztandar. Wyraźny połysk, lekka patyna. Urokliwa moneta.\Chałupski 2.23.2.a (R)\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6687366536\Czas trwania aukcji: 7 dni\Licytujących: 29|['https://img1.onebid.pl/img/1000066/4290215713_1b.jpg?1485457741', 'https://img1.onebid.pl/img/1000066/4290215713_2b.jpg?1485457741', 'https://img1.onebid.pl/img/1000066/4290215713_3b.jpg?1485457741']|https://aukcje.gndm.pl/pl/auction/1000066/id/631278/8135-sztandar-5-zlotych-1930-ngc-ms62|8135. Sztandar 5 złotych 1930 - NGC MS62|NGC MS62|NGC MS62
53|14 stycznia 2017, 21:22|Opis pozycji\Stan zachowania: 3-2\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6672412979\Czas trwania aukcji: 7 dni\Licytujących: 22|['https://img1.onebid.pl/img/1000066/4290214647_1b.jpg?1484425373', 'https://img1.onebid.pl/img/1000066/4290214647_2b.jpg?1484425373']|https://aukcje.gndm.pl/pl/auction/1000066/id/630207/772-sztandar-5-zlotych-1930-st-3-2|772. Sztandar 5 złotych 1930 st.3-2|3-|3-
54|29 grudnia 2016, 21:43|Opis pozycji\Stan zachowania: PCGS MS60\Piękna moneta ! Ładny połysk i urokliwa patyna. Bardzo atrakcyjna moneta. Zdecydowanie polecamy\Chałupski 2.23.1.a (R5)\Parchimowicz 115b\moneta wybita stemplem głębokim - jedna z charakterystycznych to drobniutkie ząbkowanie przy obrzeżu rewersu\rzeczywista rzadkość, jedna z najrzadszych monet obiegowych okresu II RP\zdecydowanie p o l e c a m y\Od pięknego średniowiecza, przez menniczy grosz elbląski, po głęboki Sztandar czy rzadkie próby PRL. Mała acz okazała kolekcja monet dostępna wśród naszych aktualnych aukcji. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6656234570\Czas trwania aukcji: 7 dni\Licytujących: 26|['https://img1.onebid.pl/img/1000066/4290214086_1b.jpg?1483044220', 'https://img1.onebid.pl/img/1000066/4290214086_2b.jpg?1483044220', 'https://img1.onebid.pl/img/1000066/4290214086_3b.jpg?1483044220', 'https://img1.onebid.pl/img/1000066/4290214086_4b.jpg?1483044220']|https://aukcje.gndm.pl/pl/auction/1000066/id/629642/7260-gleboki-sztandar-5-zl-1930-pcgs-ms60-piekny|7260. GŁĘBOKI Sztandar 5 zł 1930 PCGS MS60 PIĘKNY|PCGS MS60|PCGS MS60
55|14 grudnia 2016, 20:57|Opis pozycji\Stan zachowania: ~2-\Przeczyszczony na stronie ze sztandarem. Relief ostry. Prezencja dobra. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6641244678\Czas trwania aukcji: 5 dni\Licytujących: 26|['https://img1.onebid.pl/img/1000066/4290213633_1b.jpg?1481745448', 'https://img1.onebid.pl/img/1000066/4290213633_2b.jpg?1481745448']|https://aukcje.gndm.pl/pl/auction/1000066/id/629185/287-sztandar-5-zlotych-1930-st-2-przeczyszczony|287. Sztandar 5 złotych 1930, st.~2 przeczyszczony|~2|~2-
56|11 grudnia 2016, 20:44|Opis pozycji\Stan zachowania: PCGS MS62\Świetny. Świeży i wyraźnie połyskowy. Efektowny kontrast reliefu na tle.\Chałupski 2.23.2.a (R)\Obecnie wśród naszych aukcji kolekcja monet polskich od czasów Bezkrólewia po PRL, w slabach PCGS. Wśród aukcji m.in. ładne Orty czy denary Zygmunta III Wazy, piękna II RP (w tym rzadkie 2 złote 1936), czy rzadki PRL (dwie odmiany Rybaka 1958, lustrzana Solidarność, dwie próby mosiężne). Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6637320266\Czas trwania aukcji: 5 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290213430_1b.jpg?1481485447', 'https://img1.onebid.pl/img/1000066/4290213430_2b.jpg?1481485447', 'https://img1.onebid.pl/img/1000066/4290213430_3b.jpg?1481485447', 'https://img1.onebid.pl/img/1000066/4290213430_4b.jpg?1481485447']|https://aukcje.gndm.pl/pl/auction/1000066/id/628982/6257-sztandar-5-zlotych-1930-pcgs-ms62|6257. Sztandar 5 złotych 1930 - PCGS MS62|PCGS MS62|PCGS MS62
57|11 grudnia 2016, 20:41|Opis pozycji\Stan zachowania: PCGS MS62\Moneta w patynie. Wyraźna, mennicza świeżość w tle. Ładny sztandar.\Chałupski 2.23.2.a (R)\Obecnie wśród naszych aukcji kolekcja monet polskich od czasów Bezkrólewia po PRL, w slabach PCGS. Wśród aukcji m.in. ładne Orty czy denary Zygmunta III Wazy, piękna II RP (w tym rzadkie 2 złote 1936), czy rzadki PRL (dwie odmiany Rybaka 1958, lustrzana Solidarność, dwie próby mosiężne). Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6637318262\Czas trwania aukcji: 5 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290213431_1b.jpg?1481485275', 'https://img1.onebid.pl/img/1000066/4290213431_2b.jpg?1481485275', 'https://img1.onebid.pl/img/1000066/4290213431_3b.jpg?1481485275', 'https://img1.onebid.pl/img/1000066/4290213431_4b.jpg?1481485275']|https://aukcje.gndm.pl/pl/auction/1000066/id/628983/6256-sztandar-5-zlotych-1930-pcgs-ms62|6256. Sztandar 5 złotych 1930 - PCGS MS62|PCGS MS62|PCGS MS62
58|08 grudnia 2016, 22:02|Opis pozycji\Stan zachowania: 2/2+\Orzeł trochę ruszony i ogólnie trochę drobnych skaleczeń, ale jednocześnie ładna prezencja i sporo ładnej, menniczej świeżości. Strona ze sztandarem piękne, menniczej prezencji. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6636172671\Czas trwania aukcji: 3 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290213350_1b.jpg?1481230949', 'https://img1.onebid.pl/img/1000066/4290213350_2b.jpg?1481230949']|https://aukcje.gndm.pl/pl/auction/1000066/id/628902/2755-sztandar-5-zlotych-1930-st-2-2|2755. Sztandar 5 złotych 1930 st.2/2+|2/2+|2/2+
59|29 listopada 2016, 21:39|Opis pozycji\Stan zachowania: PCGS AU50\Sporo pięknego połysku. Bardzo ładna moneta.\Chałupski 2.23.2.a (R)\Obecnie wśród naszych aukcji zbiorek monet z czasów zaborów i II RP w slabach PCGS. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6624981287\Czas trwania aukcji: 3 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290212627_1b.jpg?1480451999', 'https://img1.onebid.pl/img/1000066/4290212627_2b.jpg?1480451999', 'https://img1.onebid.pl/img/1000066/4290212627_3b.jpg?1480451999']|https://aukcje.gndm.pl/pl/auction/1000066/id/628112/6234-sztandar-5-zlotych-1930-pcgs-au50|6234. Sztandar 5 złotych 1930 - PCGS AU50|PCGS AU50|PCGS AU50
60|27 listopada 2016, 20:37|Opis pozycji\Stan zachowania: 2-\Całkiem ładny sztandar. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6622223259\Czas trwania aukcji: 3 dni\Licytujących: 24|['https://img1.onebid.pl/img/1000066/4290212532_1b.jpg?1480275470', 'https://img1.onebid.pl/img/1000066/4290212532_2b.jpg?1480275470']|https://aukcje.gndm.pl/pl/auction/1000066/id/628017/1866-sztandar-5-zlotych-1930-st-2|1866. Sztandar 5 złotych 1930 st.2-|2-|2-
61|20 listopada 2016, 20:39|Opis pozycji\Stan zachowania: 2-\Trochę przytarty relief orła, ale ogólnie ładny sztandar. Bardzo świeży, przyjemnie połyskowy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 6603507231\Czas trwania aukcji: 7 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290212125_1b.jpg?1479670786', 'https://img1.onebid.pl/img/1000066/4290212125_2b.jpg?1479670786']|https://aukcje.gndm.pl/pl/auction/1000066/id/627610/204-sztandar-5-zlotych-1930-st-2|204. Sztandar 5 złotych 1930, st.2-|2-|2-
62|02 listopada 2016, 18:15|Opis pozycji\Stan zachowania: 2\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6580089211\Czas trwania aukcji: 7 dni\Licytujących: 26|['https://img1.onebid.pl/img/1000066/4290210937_1b.jpg?1478106957', 'https://img1.onebid.pl/img/1000066/4290210937_2b.jpg?1478106957']|https://aukcje.gndm.pl/pl/auction/1000066/id/626348/909-sztandar-5-zlotych-1930-st-2-ladny|909. Sztandar 5 złotych 1930, st.2 ładny|2|2
63|30 października 2016, 21:15|Opis pozycji\Stan zachowania: NGC MS62\Świetny egzemplarz.\Chałupski 2.23.2.a (R)\Piękny zbiorek monet II RP obecnie wśród naszych aukcji. Zarówno piękne stany (noty MS w gradingu NGC i PCGS) jak i rzadkie monety (m.in. 2 złote 1936, pięciozłotówka 1932 ze znakiem). Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6578876983\Czas trwania aukcji: 5 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290210765_1b.jpg?1477858524', 'https://img1.onebid.pl/img/1000066/4290210765_2b.jpg?1477858524', 'https://img1.onebid.pl/img/1000066/4290210765_3b.jpg?1477858524']|https://aukcje.gndm.pl/pl/auction/1000066/id/626176/9239-sztandar-5-zlotych-1930-ngc-ms62|9239. Sztandar 5 złotych 1930 - NGC MS62|NGC MS62|NGC MS62
64|11 października 2016, 20:13|Opis pozycji\Stan zachowania: PCGS XF45\Porządny, zdrowy sztandar.\Chałupski 2.23.2.a (R)\Obecnie wśród naszych aukcji zbiór monet II RP, PRL i III RP. Wśród pozycji m.in. piękny Traugutt, próba technologiczna 20 zł z Marcelim Nowotko, Pieskowa Skała z notą MS69, czy klaser menniczych monet PRL. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6542266317\Czas trwania aukcji: 7 dni\Licytujących: 17|['https://img1.onebid.pl/img/1000066/4290210059_1b.jpg?1476209615', 'https://img1.onebid.pl/img/1000066/4290210059_2b.jpg?1476209615', 'https://img1.onebid.pl/img/1000066/4290210059_3b.jpg?1476209615']|https://aukcje.gndm.pl/pl/auction/1000066/id/625470/9380-sztandar-5-zlotych-1930-pcgs-xf45|9380. Sztandar 5 złotych 1930 - PCGS XF45|PCGS XF45|PCGS XF45
65|22 sierpnia 2016, 20:31|Opis pozycji\Stan zachowania: ~3/3+\W prezencji ładny, ale z mechanicznymi zdrapaniami przy sztycy sztandaru, w jej górnej części Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6426355366\Czas trwania aukcji: 5 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290205416_1b.jpg?1471890692', 'https://img1.onebid.pl/img/1000066/4290205416_2b.jpg?1471890692']|https://aukcje.gndm.pl/pl/auction/1000066/id/620757/684-sztandar-5-zlotych-1930-st-3-3|684. Sztandar 5 złotych 1930, st.~3/3+|~3/3+|~3/3+
66|16 lipca 2016, 22:12|Opis pozycji\Stan zachowania: ~3+\Generalnie ładny relief i sporo połysku w tle, ale jednak lekko przetarty w tle i z wyraźniejszym, mechanicznym zarysowaniem przy prawym skrzydle orła.\Chałupski 2.23.2.a (R)\Obecnie wśród naszych aukcji mały, acz okazały zbiorek monet. Wśród pozycji m.in. 10 złotych 1823, Ort gdański 1650, 5-guldenówki Wolnego Miasta Gdańsk, Talar Augusta III, czy Trojak poznański z błędem TRPI. Zapraszamy Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6330156703\Czas trwania aukcji: 7 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290203909_1b.jpg?1468699947', 'https://img1.onebid.pl/img/1000066/4290203909_2b.jpg?1468699947']|https://aukcje.gndm.pl/pl/auction/1000066/id/619249/1482-sztandar-5-zlotych-1930-st-3-ladny|1482. Sztandar 5 złotych 1930, st.~3+ ładny|~3+|~3+
67|22 czerwca 2016, 20:26|Opis pozycji\Stan zachowania: ~4+\Miejscowe zadrapania mechaniczne na powierzchni. Miejscami lekkie pretarcia. Powierzchnia nabłyszczona. Wada blachy / krążka z lewej strony rewersu.\Obecnie wśród naszych aukcji DUŻY zbiór srebrnych monet II RP. Najlepiej opisze go kilka cyfr: 6 sztandarów, 3 Odwrotki, 10 Trauguttów, 11 Sobieskich, 8 dziesiątek ze Strzeleckim, 2 piątki 1932 ze znakiem ... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6271805568\Czas trwania aukcji: 7 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290202945_1b.jpg?1466619979', 'https://img1.onebid.pl/img/1000066/4290202945_2b.jpg?1466619979']|https://aukcje.gndm.pl/pl/auction/1000066/id/618285/1659-sztandar-5-zlotych-1930-st-4|1659. Sztandar 5 złotych 1930, st.~4+|~4+|~4+
68|22 czerwca 2016, 20:22|Opis pozycji\Stan zachowania: ~3\Relief dobry, ale powierzchnia dośc wyraźnie przeczyszczona mechanicznie.\-\Obecnie wśród naszych aukcji DUŻY zbiór srebrnych monet II RP. Najlepiej opisze go kilka cyfr: 6 sztandarów, 3 Odwrotki, 10 Trauguttów, 11 Sobieskich, 8 dziesiątek ze Strzeleckim, 2 piątki 1932 ze znakiem ... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6271801251\Czas trwania aukcji: 7 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290202946_1b.jpg?1466619763', 'https://img1.onebid.pl/img/1000066/4290202946_2b.jpg?1466619763']|https://aukcje.gndm.pl/pl/auction/1000066/id/618286/1658-sztandar-5-zlotych-1930-st-3|1658. Sztandar 5 złotych 1930, st.~3|~3|~3
69|22 czerwca 2016, 20:21|Opis pozycji\Stan zachowania: 2\Dobra dwójka. Dość sporo drobnych rysek, czy miejscowych przetarć na powierzchni, ale naturalnych, wynikających z obiegu a nie będących czyszczeniem kolekcjonerskim. Bardzo ładny relief. Dużo naturalnego, ładnego połysku. Atrakcyjna moneta.\Obecnie wśród naszych aukcji DUŻY zbiór srebrnych monet II RP. Najlepiej opisze go kilka cyfr: 6 sztandarów, 3 Odwrotki, 10 Trauguttów, 11 Sobieskich, 8 dziesiątek ze Strzeleckim, 2 piątki 1932 ze znakiem ... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6271799441\Czas trwania aukcji: 7 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290202947_1b.jpg?1466619677', 'https://img1.onebid.pl/img/1000066/4290202947_2b.jpg?1466619677']|https://aukcje.gndm.pl/pl/auction/1000066/id/618287/1657-sztandar-5-zlotych-1930-st-2|1657. Sztandar 5 złotych 1930, st.2|2|2
70|22 czerwca 2016, 20:19|Opis pozycji\Stan zachowania: 2\Umyta, sporo drobnych rysek na powierzchni, ale bez czyszczenie mechanicznego. Miejscami bardzo ładne, świeże lustro. Atrakcyjna prezencja. Obecnie wśród naszych aukcji DUŻY zbiór srebrnych monet II RP. Najlepiej opisze go kilka cyfr: 6 sztandarów, 3 Odwrotki, 10 Trauguttów, 11 Sobieskich, 8 dziesiątek ze Strzeleckim, 2 piątki 1932 ze znakiem ... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6271787066\Czas trwania aukcji: 7 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290202948_1b.jpg?1466619562', 'https://img1.onebid.pl/img/1000066/4290202948_2b.jpg?1466619562']|https://aukcje.gndm.pl/pl/auction/1000066/id/618288/1656-sztandar-5-zlotych-1930-st-2|1656. Sztandar 5 złotych 1930, st.2|2|2
71|22 czerwca 2016, 20:14|Opis pozycji\Stan zachowania: ~2\Lekko przetarty mechanicznie, ale jednocześnie ładny w prezencji, świeży. Obecnie wśród naszych aukcji DUŻY zbiór srebrnych monet II RP. Najlepiej opisze go kilka cyfr: 6 sztandarów, 3 Odwrotki, 10 Trauguttów, 11 Sobieskich, 8 dziesiątek ze Strzeleckim, 2 piątki 1932 ze znakiem ... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6271780656\Czas trwania aukcji: 7 dni\Licytujących: 20|['https://img1.onebid.pl/img/1000066/4290202949_1b.jpg?1466619242', 'https://img1.onebid.pl/img/1000066/4290202949_2b.jpg?1466619242']|https://aukcje.gndm.pl/pl/auction/1000066/id/618289/1655-sztandar-5-zlotych-1930-st-2|1655. Sztandar 5 złotych 1930, st.~2|~2|~2
72|22 czerwca 2016, 20:13|Opis pozycji\Stan zachowania: 2-\Uderzenie na rancie i trochę rysek na powierzchni. Stara patyna. Ogólnie dobra prezencja.\-\Obecnie wśród naszych aukcji DUŻY zbiór srebrnych monet II RP. Najlepiej opisze go kilka cyfr: 6 sztandarów, 3 Odwrotki, 10 Trauguttów, 11 Sobieskich, 8 dziesiątek ze Strzeleckim, 2 piątki 1932 ze znakiem ... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6271779757\Czas trwania aukcji: 7 dni\Licytujących: 11|['https://img1.onebid.pl/img/1000066/4290202950_1b.jpg?1466619196', 'https://img1.onebid.pl/img/1000066/4290202950_2b.jpg?1466619196']|https://aukcje.gndm.pl/pl/auction/1000066/id/618290/1654-sztandar-5-zlotych-1930-st-2|1654. Sztandar 5 złotych 1930, st.2-|2-|2-
73|13 czerwca 2016, 19:54|Opis pozycji\Stan zachowania: 2/2-\-\Duża kolekcja SREBRNYCH monet świata.\Obecnie wśród naszych aukcji ponad 300 srebrnych monet świata. Od krajów nam bliskich: ruble rosyjskie, niemieckie talary, przez monety egzotyczne: Malezja, Chiny, Iran, po australijskie uncjówki. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6249491573\Czas trwania aukcji: 7 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290202267_1b.jpg?1465840451', 'https://img1.onebid.pl/img/1000066/4290202267_2b.jpg?1465840451']|https://aukcje.gndm.pl/pl/auction/1000066/id/617606/1071-sztandar-5-zlotych-1930-st-2-2|1071. Sztandar 5 złotych 1930, st.2/2-|2/2-|2/2-
74|01 czerwca 2016, 21:58|Opis pozycji\Stan zachowania: 2\Umyty, ale bardzo ładny. Dobry relief. Ładne tło. Atrakcyjna moneta. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6222238579\Czas trwania aukcji: 7 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290201412_1b.jpg?1464811108', 'https://img1.onebid.pl/img/1000066/4290201412_2b.jpg?1464811108']|https://aukcje.gndm.pl/pl/auction/1000066/id/616749/5061-sztandar-5-zlotych-1930-st-2-ladny|5061. Sztandar 5 złotych 1930, st.2 ładny|2|2
75|24 maja 2016, 21:33|Opis pozycji\Stan zachowania: ~2-\moneta przepolerowana, z wyraźnym, ale nienaturalnym połyskiem\bez czyszczenia mechanicznego - tylko wybłyszczona\relief dobry\ogólnie ładna w prezencji\Najrzadsza Dwuzłotówka Poniatowskiego, Talar Ksawerego z notą PCGS MS66+, rzadki medal okazji rozejmu w Sztumskiej Wsi i Błogosławieństwa Pokoju, piękny grosz olkuski Zygmunta III Wazy, nienotowany półgrosz 1559, próbne 2 grosze z okresu II RP... i wiele innych. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6203218567\Czas trwania aukcji: 7 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290201245_1b.jpg?1464118384', 'https://img1.onebid.pl/img/1000066/4290201245_2b.jpg?1464118384']|https://aukcje.gndm.pl/pl/auction/1000066/id/616579/4287-sztandar-5-zlotych-1930-st-2|4287. Sztandar 5 złotych 1930, st.~2-|~2-|~2-
76|22 maja 2016, 20:17|Opis pozycji\Stan zachowania: 2\Drobne skalecznia na rancie, ale ładny. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6203005245\Czas trwania aukcji: 5 dni\Licytujących: 12|['https://img1.onebid.pl/img/1000066/4290201046_1b.jpg?1463941054', 'https://img1.onebid.pl/img/1000066/4290201046_2b.jpg?1463941054']|https://aukcje.gndm.pl/pl/auction/1000066/id/616379/1405-sztandar-5-zlotych-1930-st-2-ladny|1405. Sztandar 5 złotych 1930, st.2 ładny|2|2
77|23 kwietnia 2016, 21:25|Opis pozycji\Stan zachowania: PCGS MS62\Niewiele ustępuje wystawianemu obecnie u nas egzempalrzowi MS63. Tuż przed wystawieniem ogładał obydwa te sztandary u nas w firmie kolekcjoner i powiedział, że jemu to nawet bardziej podoba się ten MS62 :). Moneta rzeczywiście bardzo ładna, choć według mojej oceny technicznie odrobinę słabsza niż egzempalrz MS63, ale tak jak już wcześniej zaznaczyłem niewiele mu ustępuje. Polecam. (DM)\Chałupski 2.23.2.a (R)\Parchimowicz 115a\MONETA TA POCHODZI Z JEDNEJ Z NAJLEPSZYCH KOLEKCJI MONET IIRP JAKĄ SPRZEDAWALIŚMY.\Kolekcja ta jest aktualnie wystawiania na naszych aukcjach. Polecamy i zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6131189592\Czas trwania aukcji: 7 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290199188_1b.jpg?1461439555', 'https://img1.onebid.pl/img/1000066/4290199188_2b.jpg?1461439555', 'https://img1.onebid.pl/img/1000066/4290199188_3b.jpg?1461439555', 'https://img1.onebid.pl/img/1000066/4290199188_4b.jpg?1461439555', 'https://img1.onebid.pl/img/1000066/4290199188_5b.jpg?1461439555']|https://aukcje.gndm.pl/pl/auction/1000066/id/614514/8083-sztandar-5-zlotych-1930-pcgs-ms62|8083. Sztandar 5 złotych 1930 - PCGS MS62|PCGS MS62|PCGS MS62
78|23 kwietnia 2016, 21:20|Opis pozycji\Stan zachowania: PCGS MS63\Bardzo ładny egzemplarz. Proszę popatrzeć na zdjęcia, p onich też to widać :)\Chałupski 2.23.2.a (R)\Parchimowicz 115a\JEDNA Z NAJLEPSZYCH KOLEKCJI IIRP JAKĄ SPRZEDAWALIŚMY. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6131165722\Czas trwania aukcji: 7 dni\Licytujących: 22|['https://img1.onebid.pl/img/1000066/4290199189_1b.jpg?1461439253', 'https://img1.onebid.pl/img/1000066/4290199189_2b.jpg?1461439253', 'https://img1.onebid.pl/img/1000066/4290199189_3b.jpg?1461439253', 'https://img1.onebid.pl/img/1000066/4290199189_4b.jpg?1461439253', 'https://img1.onebid.pl/img/1000066/4290199189_5b.jpg?1461439253']|https://aukcje.gndm.pl/pl/auction/1000066/id/614515/8082-sztandar-5-zlotych-1930-pcgs-ms63|8082. Sztandar 5 złotych 1930 - PCGS MS63|PCGS MS63|PCGS MS63
