date|description|id|images|link|title
03 października 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |13.0|['https://img1.one.bid/img/996/265856_1b.jpg?1601965637', 'https://img1.one.bid/img/996/265856_2b.jpg?1601965637', 'https://img1.one.bid/img/996/265856_3b.jpg?1601965637']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/657379|Piłsudski 10 złotych 1939
03 października 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |14.0|['https://img1.one.bid/img/996/265859_1b.jpg?1601924683', 'https://img1.one.bid/img/996/265859_2b.jpg?1601924683', 'https://img1.one.bid/img/996/265859_3b.jpg?1601924683']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/657382|Piłsudski 10 złotych 1939
03 października 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |15.0|['https://img1.one.bid/img/996/265858_1b.jpg?1601965639', 'https://img1.one.bid/img/996/265858_2b.jpg?1601965639', 'https://img1.one.bid/img/996/265858_3b.jpg?1601965639']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/657381|Piłsudski 10 złotych 1939
03 października 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |16.0|['https://img1.one.bid/img/996/265861_1b.jpg?1601965737', 'https://img1.one.bid/img/996/265861_2b.jpg?1601965737', 'https://img1.one.bid/img/996/265861_3b.jpg?1601965737']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/657384|Piłsudski 10 złotych 1939
03 października 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |17.0|['https://img1.one.bid/img/996/295291_1b.jpg?1601965739', 'https://img1.one.bid/img/996/295291_2b.jpg?1601965739', 'https://img1.one.bid/img/996/295291_3b.jpg?1601965739']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/675761|Piłsudski 10 złotych 1939
03 października 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |18.0|['https://img1.one.bid/img/996/295290_1b.jpg?1601965641', 'https://img1.one.bid/img/996/295290_2b.jpg?1601965641', 'https://img1.one.bid/img/996/295290_3b.jpg?1601965641']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/675760|Piłsudski 10 złotych 1939
03 października 2020|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta z menniczego pakietu 17 sztuk, który w całości został wysłany przez nas do gradingu i obecnie całościowo, sztuka po sztuce wystawiany jest na tej aukcji. Szansa kupienia naprawdę znakomitych monet. \Poszczególne monety zaprezentowane na filmie. Zapraszamy. |19.0|['https://img1.one.bid/img/996/265854_1b.jpg?1601965643', 'https://img1.one.bid/img/996/265854_2b.jpg?1601965643', 'https://img1.one.bid/img/996/265854_3b.jpg?1601965643']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/657377|Piłsudski 10 złotych 1939
06 czerwca 2020|Opis pozycji\Stan zachowania: PCGS MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|20.0|['https://img1.one.bid/img/740/226946_1b.jpg?1591462415', 'https://img1.one.bid/img/740/226946_2b.jpg?1591462415', 'https://img1.one.bid/img/740/226946_3b.jpg?1591462415']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/443413|Piłsudski 10 złotych 1939
06 czerwca 2020|Opis pozycji|21.0|['https://img1.one.bid/img/740/232666_1b.jpg?1591463627', 'https://img1.one.bid/img/740/232666_2b.jpg?1591463627']|https://aukcje.gndm.pl/pl/monety-glowa-kobiety-5-zl-1934-i-pilsudski-10-zl-1939-2szt/449455|Głowa Kobiety 5 zł 1934 i Piłsudski 10 zł 1939 (2szt)
06 czerwca 2020|Opis pozycji\Bardzo ładny zestaw. 10 zł 1934 przeczyszczona, ale ładna (dobre 3+). Strzelecki w stanie 2 (ładny). \Pozostałe monety w stanach powyżej 2, ale nie w pełni mennicze. |22.0|['https://img1.one.bid/img/740/232725_1b.jpg?1591463952', 'https://img1.one.bid/img/740/232725_2b.jpg?1591463952']|https://aukcje.gndm.pl/pl/monety-pilsudski-strzelecki-2-i-10-zlotych-1934-1939-6szt/449514|Piłsudski, Strzelecki 2 i 10 złotych 1934-1939 (6szt)
08 lutego 2020|Opis pozycji\Stan zachowania: NGC MS64+\Literatura: Parchimowicz 124f|23.0|['https://img1.one.bid/img/739/194082_1b.jpg?1581268085', 'https://img1.one.bid/img/739/194082_2b.jpg?1581268085', 'https://img1.one.bid/img/739/194082_3b.jpg?1581268085']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/347256|Piłsudski 10 złotych 1939
08 lutego 2020|Opis pozycji\Stan zachowania: NGC MS64\Literatura: Parchimowicz 124 f|24.0|['https://img1.one.bid/img/739/198335_1b.jpg?1581268116', 'https://img1.one.bid/img/739/198335_2b.jpg?1581268116', 'https://img1.one.bid/img/739/198335_3b.jpg?1581268116']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/351587|Piłsudski 10 złotych 1939
08 lutego 2020|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Parchimowicz 124f|25.0|['https://img1.one.bid/img/739/194080_1b.jpg?1581268135', 'https://img1.one.bid/img/739/194080_2b.jpg?1581268135', 'https://img1.one.bid/img/739/194080_3b.jpg?1581268135']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/347254|Piłsudski 10 złotych 1939
08 lutego 2020|Opis pozycji\Zestaw monet w ładnych, ponadprzeciętnych stanach. W tym zdecydowanie lepsze typy. Bardzo ładne 10 złotych Strzelecki, a dziesiątki z Piłsudski z rzadszych lat 1938 i 1934. Piękna głowa kobiety 5 złotych 1933 i 1932 bz. Traugutt ładny, ale lekko przeczyszczony. Polecamy uwadze i osobistemu obejrzeniu.|26.0|['https://img1.one.bid/img/739/202069_1b.jpg?1581288611', 'https://img1.one.bid/img/739/202069_2b.jpg?1581288611']|https://aukcje.gndm.pl/pl/monety-pilsudski-traugutt-2-10-zlotych-1932-1939-13szt/355321|Piłsudski, Traugutt 2-10 złotych 1932-1939 (13szt)
08 lutego 2020|Opis pozycji\W zestawie również ciekawsze roczniki, 2 sztuki 1939 w ładnych patynach. Monety bez menniczych, ale ponadprzeciętne. Niektóre przeczyszczone.|27.0|['https://img1.one.bid/img/739/202852_1b.jpg?1581270126', 'https://img1.one.bid/img/739/202852_2b.jpg?1581270126']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1935-1939-20szt/356104|Piłsudski 10 złotych 1935-1939 (20szt)
05 października 2019|Opis pozycji\Stan zachowania: NGC MS65\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Moneta doceniona wysoką notą przez NGC.|28.0|['https://img1.one.bid/img/605/156874_1b.jpg?1570388865', 'https://img1.one.bid/img/605/156874_2b.jpg?1570388865', 'https://img1.one.bid/img/605/156874_3b.jpg?1570388865']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/311639|Piłsudski 10 złotych 1939
05 października 2019|Opis pozycji\Stan zachowania: PCGS MS64\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|29.0|['https://img1.one.bid/img/605/156658_1b.jpg?1570388884', 'https://img1.one.bid/img/605/156658_2b.jpg?1570388884', 'https://img1.one.bid/img/605/156658_3b.jpg?1570388884']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/311422|Piłsudski 10 złotych 1939
05 października 2019|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|30.0|['https://img1.one.bid/img/605/160962_1b.jpg?1570388906', 'https://img1.one.bid/img/605/160962_2b.jpg?1570388906', 'https://img1.one.bid/img/605/160962_3b.jpg?1570388906']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939/315725|Piłsudski 10 złotych 1939
25 maja 2019|Opis pozycji\Stan zachowania: NGC MS65\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Spotyka się piękne egzemplarze 10 zł z rocznika 1939, ale ten jest zachwycającej urody.\Pochodzi z kolekcji gdzie właściciel dokonywał bardzo mocnej selekcji kupowanych egzemplarzy. \Przy tym egzemplarzu odważymy się powiedzieć, że jest to najładniejsza 10-tka z Piłsudskim jaką dotychczas widzieliśmy.\Wspaniały, gabinetowy okaz. \Wyraźne, świeże lustro z delikatną naturalną patyną zachodzącą od rantu. Na powierzchni praktycznie brak skaleczeń czy 'bag marks' tak typowych dla tej dużej i ciężkiej monety. \W NGC tylko 3 monety z jedną notą wyżej (na ponad 600 ocenionych).\Zdecydowanie polecamy.|31.0|['https://img1.one.bid/img/523/126978_1b.jpg?1558875350', 'https://img1.one.bid/img/523/126978_2b.jpg?1558875350', 'https://img1.one.bid/img/523/126978_3b.jpg?1558875350']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-piekne-ngc-ms65/281437|Piłsudski 10 złotych 1939 - piękne - NGC MS65
25 maja 2019|Opis pozycji\Stan zachowania: PCGS MS64\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Bardzo ładny Piłsudski 1939 roku.|32.0|['https://img1.one.bid/img/523/126745_1b.jpg?1558875368', 'https://img1.one.bid/img/523/126745_2b.jpg?1558875368', 'https://img1.one.bid/img/523/126745_3b.jpg?1558875368']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-pcgs-ms64/281203|Piłsudski 10 złotych 1939 - PCGS MS64
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS64\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|33.0|['https://img1.one.bid/img/448/103194_1b.jpg?1549797409', 'https://img1.one.bid/img/448/103194_2b.jpg?1549797409', 'https://img1.one.bid/img/448/103194_3b.jpg?1549797409']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms64/257614|Piłsudski 10 złotych 1939 - NGC MS64
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS64\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|34.0|['https://img1.one.bid/img/448/103029_1b.jpg?1549797454', 'https://img1.one.bid/img/448/103029_2b.jpg?1549797454', 'https://img1.one.bid/img/448/103029_3b.jpg?1549797454']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms64/257449|Piłsudski 10 złotych 1939 - NGC MS64
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS64\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|35.0|['https://img1.one.bid/img/448/103028_1b.jpg?1549797480', 'https://img1.one.bid/img/448/103028_2b.jpg?1549797480', 'https://img1.one.bid/img/448/103028_3b.jpg?1549797480']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms64/257448|Piłsudski 10 złotych 1939 - NGC MS64
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|36.0|['https://img1.one.bid/img/448/112984_1b.jpg?1549797502', 'https://img1.one.bid/img/448/112984_2b.jpg?1549797502', 'https://img1.one.bid/img/448/112984_3b.jpg?1549797502']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms63/267397|Piłsudski 10 złotych 1939 - NGC MS63
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|37.0|['https://img1.one.bid/img/448/112978_1b.jpg?1549797518', 'https://img1.one.bid/img/448/112978_2b.jpg?1549797518', 'https://img1.one.bid/img/448/112978_3b.jpg?1549797518']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms63/267391|Piłsudski 10 złotych 1939 - NGC MS63
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|38.0|['https://img1.one.bid/img/448/103202_1b.jpg?1549797540', 'https://img1.one.bid/img/448/103202_2b.jpg?1549797540', 'https://img1.one.bid/img/448/103202_3b.jpg?1549797540']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms63/257622|Piłsudski 10 złotych 1939 - NGC MS63
09 lutego 2019|Opis pozycji\Stan zachowania: PCGS MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|39.0|['https://img1.one.bid/img/448/103808_1b.jpg?1549797556', 'https://img1.one.bid/img/448/103808_2b.jpg?1549797556', 'https://img1.one.bid/img/448/103808_3b.jpg?1549797556']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-pcgs-ms62/258225|Piłsudski 10 złotych 1939 - PCGS MS62
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS63\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|40.0|['https://img1.one.bid/img/448/103027_1b.jpg?1549797592', 'https://img1.one.bid/img/448/103027_2b.jpg?1549797592', 'https://img1.one.bid/img/448/103027_3b.jpg?1549797592']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms63/257447|Piłsudski 10 złotych 1939 - NGC MS63
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|41.0|['https://img1.one.bid/img/448/112964_1b.jpg?1549797607', 'https://img1.one.bid/img/448/112964_2b.jpg?1549797607', 'https://img1.one.bid/img/448/112964_3b.jpg?1549797607']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms62/267377|Piłsudski 10 złotych 1939 - NGC MS62
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|42.0|['https://img1.one.bid/img/448/112890_1b.jpg?1549797648', 'https://img1.one.bid/img/448/112890_2b.jpg?1549797648', 'https://img1.one.bid/img/448/112890_3b.jpg?1549797648']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms62/267303|Piłsudski 10 złotych 1939 - NGC MS62
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|43.0|['https://img1.one.bid/img/448/112889_1b.jpg?1549797666', 'https://img1.one.bid/img/448/112889_2b.jpg?1549797666', 'https://img1.one.bid/img/448/112889_3b.jpg?1549797666']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms62/267302|Piłsudski 10 złotych 1939 - NGC MS62
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS61\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|44.0|['https://img1.one.bid/img/448/112960_1b.jpg?1549797691', 'https://img1.one.bid/img/448/112960_2b.jpg?1549797691', 'https://img1.one.bid/img/448/112960_3b.jpg?1549797691']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms61/267373|Piłsudski 10 złotych 1939 - NGC MS61
09 lutego 2019|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f|45.0|['https://img1.one.bid/img/448/112971_1b.jpg?1549797726', 'https://img1.one.bid/img/448/112971_2b.jpg?1549797726', 'https://img1.one.bid/img/448/112971_3b.jpg?1549797726']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms62/267384|Piłsudski 10 złotych 1939 - NGC MS62
09 lutego 2019|Opis pozycji\Stan zachowania: 2+/1-, 1-\Literatura: Chałupski 2.28.1.a, 2.32.6.a, Parchimowicz 120.b, 124.f\Piłsudski bez defektów, ma notę numeryczną w gradingu (zapewne niewysokiego MS'a). Głowa Kobiety w nierównomiernej, mocniejszej patynie, ale o ile możemy ocenić powierzchnię pod nią, moneta również na niskiego MS'a. |46.0|['https://img1.one.bid/img/448/110962_1b.jpg?1549797745', 'https://img1.one.bid/img/448/110962_2b.jpg?1549797745']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-glowa-kobiety-10-zlotych-1932-londyn-zestaw-2szt/265376|Piłsudski 10 złotych 1939 + Głowa Kobiety 10 złotych 1932 Londyn - zestaw (2szt)
06 października 2018|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Piękny, menniczy egzemplarz.|47.0|['https://img1.one.bid/img/369/84714_1b.jpg?1531951200', 'https://img1.one.bid/img/369/84714_2b.jpg?1531951200', 'https://img1.one.bid/img/369/84714_3b.jpg?1531951200']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms62/239260|Piłsudski 10 złotych 1939 - NGC MS62
06 października 2018|Opis pozycji\Stan zachowania: NGC MS62\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Bardzo ładna, wręcz okazowa sztuka menniczego Piłsudskiego.|48.0|['https://img1.one.bid/img/369/84943_1b.jpg?1532296800', 'https://img1.one.bid/img/369/84943_2b.jpg?1532296800', 'https://img1.one.bid/img/369/84943_3b.jpg?1532296800']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-ngc-ms62/239489|Piłsudski 10 złotych 1939 - NGC MS62
09 czerwca 2018|Opis pozycji\Stan zachowania: NGC MS65\Literatura: Chałupski 2.32.6.a, Parchimowicz 124.f\Wyśmienita moneta. \W slabach NGC tylko jedna moneta oceniona wyżej. |49.0|['https://img1.one.bid/img/341/74031_1b.jpg?1570141026', 'https://img1.one.bid/img/341/74031_2b.jpg?1570141026', 'https://img1.one.bid/img/341/74031_3b.jpg?1570141026']|https://aukcje.gndm.pl/pl/monety-pilsudski-10-zlotych-1939-piekny-ngc-ms65/228579|Piłsudski 10 złotych 1939 - piękny - NGC MS65
